rally,ball_round,time,frame_num,roundscore_A,roundscore_B,player,server,type,aroundhead,backhand,hit_height,hit_area,hit_x,hit_y,landing_height,landing_area,landing_x,landing_y,lose_reason,win_reason,getpoint_player,flaw,player_location_area,player_location_x,player_location_y,opponent_location_area,opponent_location_x,opponent_location_y,db,match_id,set,rally_id
5,15.0,00:08:42,15687.0,5,0,A,2,擋小球,,1.0,2.0,6.0,811.0,343.0,1.0,8.0,594.0,520.0,,,,,8.0,5.658536585365853,-0.609375,3.0,8.390243902439025,0.8229166666666666,0,1,1,4
5,16.0,00:08:43,15708.0,5,0,B,2,放小球,,1.0,1.0,8.0,594.0,520.0,2.0,7.0,651.0,411.0,,,,,8.0,6.658536585365853,0.40625,8.0,5.597560975609756,-0.5833333333333334,0,1,1,4
5,17.0,00:08:44,15736.0,5,0,A,2,挑球,,,2.0,7.0,651.0,411.0,1.0,3.0,874.0,636.0,,,,,8.0,5.902439024390244,-0.4375,8.0,5.390243902439025,0.3645833333333333,0,1,1,4
5,18.0,00:08:45,15777.0,5,0,B,2,切球,,,1.0,3.0,874.0,636.0,2.0,7.0,517.0,414.0,,,,,3.0,7.939024390243903,0.8489583333333334,8.0,5.7317073170731705,-0.5208333333333334,0,1,1,4
5,19.0,00:08:47,15811.0,5,0,A,2,挑球,,,2.0,7.0,517.0,414.0,1.0,4.0,447.0,634.0,,,,,8.0,4.658536585365853,-0.3958333333333333,8.0,6.060975609756097,0.4322916666666667,0,1,1,4
5,20.0,00:08:48,15845.0,5,0,B,2,長球,,,1.0,4.0,447.0,634.0,1.0,4.0,811.0,320.0,,,,,8.0,4.304878048780488,0.7708333333333334,8.0,4.963414634146342,-0.5572916666666666,0,1,1,4
5,21.0,00:08:49,15886.0,5,0,A,2,殺球,,,1.0,4.0,811.0,320.0,2.0,5.0,828.0,555.0,,,,,4.0,7.073170731707317,-0.7291666666666666,8.0,6.219512195121951,0.578125,0,1,1,4
5,22.0,00:08:49,15898.0,5,0,B,2,擋小球,,,2.0,5.0,828.0,555.0,2.0,5.0,494.0,392.0,,,,,8.0,6.902439024390244,0.5364583333333334,4.0,7.585365853658536,-0.7239583333333334,0,1,1,4
5,23.0,00:08:50,15929.0,5,0,A,2,挑球,,,2.0,5.0,494.0,392.0,1.0,6.0,444.0,612.0,,,,,8.0,4.621951219512195,-0.5,8.0,5.585365853658536,0.3854166666666667,0,1,1,4
5,24.0,00:08:51,15958.0,5,0,B,2,長球,,,1.0,6.0,444.0,612.0,1.0,3.0,513.0,313.0,,,,,8.0,4.219512195121951,0.6875,8.0,4.621951219512195,-0.5885416666666666,0,1,1,4
5,25.0,00:08:53,15994.0,5,0,A,2,點扣,,,1.0,3.0,513.0,313.0,2.0,6.0,460.0,550.0,,,,,9.0,4.536585365853658,-0.8020833333333334,8.0,5.219512195121951,0.5052083333333334,0,1,1,4
5,26.0,00:08:53,16010.0,5,0,B,2,擋小球,,1.0,2.0,6.0,460.0,550.0,1.0,7.0,732.0,407.0,,,,,8.0,5.634146341463414,0.4895833333333333,9.0,4.475609756097561,-0.8020833333333334,0,1,1,4
5,27.0,00:08:54,16036.0,5,0,A,2,推球,,1.0,1.0,7.0,732.0,407.0,1.0,8.0,747.0,563.0,,,,,8.0,6.548780487804878,-0.3958333333333333,8.0,5.634146341463414,0.4270833333333333,0,1,1,4
5,28.0,00:08:55,16051.0,5,0,B,3,平球,,,1.0,8.0,747.0,563.0,2.0,15.0,248.0,391.0,出界,對手出界,A,,8.0,5.914634146341464,0.46875,8.0,6.439024390243903,-0.4322916666666667,0,1,1,4
8,2.0,00:10:35,19055.0,6,2,A,2,放小球,,,2.0,,,,2.0,7.0,611.0,489.0,,,,,7.0,4.7073170731707314,-0.34375,8.0,5.817073170731708,0.3229166666666667,0,1,1,7
8,3.0,00:10:35,19055.0,6,2,B,2,放小球,,1.0,2.0,7.0,611.0,489.0,2.0,2.0,781.0,409.0,,,,,8.0,6.085365853658536,0.24479166666666666,8.0,5.097560975609756,-0.4739583333333333,0,1,1,7
8,4.0,00:10:36,19080.0,6,2,A,2,挑球,,1.0,2.0,2.0,781.0,409.0,1.0,3.0,846.0,639.0,,,,,8.0,6.780487804878049,-0.4322916666666667,8.0,5.829268292682927,0.28125,0,1,1,7
8,5.0,00:10:37,19114.0,6,2,B,2,過度切球,,,1.0,3.0,846.0,639.0,1.0,6.0,779.0,362.0,,,,,9.0,7.560975609756097,0.7916666666666666,8.0,5.7926829268292686,-0.5677083333333334,0,1,1,7
8,6.0,00:10:37,19128.0,6,2,A,2,放小球,,1.0,1.0,6.0,779.0,362.0,2.0,8.0,717.0,513.0,,,,,8.0,6.329268292682927,-0.515625,8.0,7.280487804878049,0.6927083333333334,0,1,1,7
8,7.0,00:10:38,19146.0,6,2,B,2,挑球,,,2.0,8.0,717.0,513.0,1.0,9.0,528.0,315.0,,,,,8.0,5.951219512195122,0.3333333333333333,8.0,6.109756097560975,-0.484375,0,1,1,7
8,8.0,00:10:39,19176.0,6,2,A,2,殺球,,,1.0,9.0,528.0,315.0,2.0,6.0,448.0,548.0,,,,,9.0,4.719512195121951,-0.8072916666666666,8.0,5.548780487804878,0.4322916666666667,0,1,1,7
8,9.0,00:10:39,19192.0,6,2,B,2,擋小球,,1.0,2.0,6.0,448.0,548.0,2.0,8.0,718.0,382.0,,,,,8.0,5.7682926829268295,0.4375,9.0,4.451219512195122,-0.734375,0,1,1,7
8,10.0,00:10:40,19216.0,6,2,A,2,放小球,,1.0,2.0,8.0,718.0,382.0,2.0,7.0,637.0,472.0,,,,,8.0,6.097560975609756,-0.453125,8.0,5.536585365853658,0.3854166666666667,0,1,1,7
8,11.0,00:10:41,19241.0,6,2,B,2,挑球,,,2.0,7.0,637.0,472.0,1.0,4.0,749.0,312.0,,,,,7.0,5.402439024390244,0.16666666666666666,8.0,5.780487804878049,-0.5104166666666666,0,1,1,7
8,12.0,00:10:42,19281.0,6,2,A,2,長球,,,1.0,4.0,749.0,312.0,1.0,3.0,826.0,638.0,,,,,9.0,6.365853658536586,-0.7760416666666666,8.0,6.2926829268292686,0.4114583333333333,0,1,1,7
8,13.0,00:10:44,19324.0,6,2,B,2,點扣,,,1.0,3.0,826.0,638.0,2.0,8.0,519.0,358.0,,,,,9.0,7.560975609756097,0.8385416666666666,8.0,5.658536585365853,-0.6145833333333334,0,1,1,7
8,14.0,00:10:44,19339.0,6,2,A,2,防守回挑,,,2.0,8.0,519.0,358.0,1.0,6.0,480.0,574.0,,,,,8.0,5.317073170731708,-0.5989583333333334,9.0,7.585365853658536,0.796875,0,1,1,7
8,15.0,00:10:45,19362.0,6,2,B,2,切球,,1.0,1.0,6.0,480.0,574.0,2.0,1.0,485.0,421.0,,,,,8.0,4.865853658536586,0.4791666666666667,8.0,4.573170731707317,-0.5520833333333334,0,1,1,7
8,16.0,00:10:46,19381.0,6,2,A,2,放小球,,,2.0,1.0,485.0,421.0,2.0,1.0,814.0,468.0,,,,,8.0,4.402439024390244,-0.3854166666666667,8.0,4.902439024390244,0.421875,0,1,1,7
8,17.0,00:10:47,19411.0,6,2,B,2,挑球,,,2.0,1.0,814.0,468.0,1.0,9.0,552.0,314.0,,,,,7.0,7.048780487804878,0.16145833333333334,8.0,5.7073170731707314,-0.4635416666666667,0,1,1,7
8,18.0,00:10:48,19447.0,6,2,A,2,長球,,,1.0,9.0,552.0,314.0,1.0,4.0,416.0,642.0,,,,,9.0,5.073170731707317,-0.7916666666666666,8.0,5.975609756097561,0.359375,0,1,1,7
8,19.0,00:10:49,19481.0,6,2,B,2,切球,,,1.0,4.0,416.0,642.0,2.0,6.0,806.0,382.0,,,,,8.0,3.9146341463414633,0.78125,8.0,5.109756097560975,-0.7135416666666666,0,1,1,7
8,20.0,00:10:51,19532.0,6,2,A,2,放小球,,1.0,2.0,6.0,806.0,382.0,2.0,1.0,788.0,475.0,,,,,8.0,7.024390243902439,-0.5,4.0,3.5121951219512195,0.8177083333333334,0,1,1,7
8,21.0,00:10:51,19535.0,6,2,B,2,放小球,,,2.0,1.0,788.0,475.0,2.0,1.0,484.0,426.0,,,,,7.0,6.963414634146342,0.22395833333333334,8.0,6.646341463414634,-0.5260416666666666,0,1,1,7
8,22.0,00:10:52,19563.0,6,2,A,2,挑球,,,2.0,1.0,484.0,426.0,1.0,4.0,448.0,627.0,,,,,7.0,4.2317073170731705,-0.3697916666666667,8.0,5.865853658536586,0.2760416666666667,0,1,1,7
8,23.0,00:10:53,19598.0,6,2,B,2,長球,,,1.0,4.0,448.0,627.0,1.0,9.0,528.0,314.0,,,,,8.0,4.219512195121951,0.7552083333333334,8.0,4.865853658536586,-0.515625,0,1,1,7
8,24.0,00:10:54,19634.0,6,2,A,2,長球,,,1.0,9.0,528.0,314.0,1.0,4.0,426.0,641.0,,,,,9.0,4.609756097560975,-0.7291666666666666,8.0,5.451219512195122,0.4791666666666667,0,1,1,7
8,25.0,00:10:55,19671.0,6,2,B,2,切球,,,1.0,4.0,426.0,641.0,2.0,6.0,807.0,375.0,,,,,6.0,3.548780487804878,0.7760416666666666,8.0,4.878048780487805,-0.6614583333333334,0,1,1,7
8,26.0,00:10:57,19717.0,6,2,A,2,放小球,,1.0,2.0,6.0,807.0,375.0,2.0,1.0,817.0,478.0,,,,,6.0,7.121951219512195,-0.5520833333333334,6.0,3.548780487804878,0.7447916666666666,0,1,1,7
8,27.0,00:10:57,19722.0,6,2,B,2,挑球,,,2.0,1.0,817.0,478.0,1.0,4.0,784.0,312.0,,,,,7.0,7.2560975609756095,0.13020833333333334,8.0,6.597560975609756,-0.5572916666666666,0,1,1,7
8,28.0,00:10:58,19762.0,6,2,A,2,點扣,,,1.0,4.0,784.0,312.0,2.0,6.0,433.0,545.0,,,,,9.0,6.914634146341464,-0.7552083333333334,8.0,6.5,0.390625,0,1,1,7
8,29.0,00:10:59,19779.0,6,2,B,2,擋小球,,1.0,2.0,6.0,433.0,545.0,2.0,1.0,447.0,404.0,,,,,8.0,6.2073170731707314,0.4583333333333333,4.0,7.134146341463414,-0.7760416666666666,0,1,1,7
8,30.0,00:11:00,19813.0,6,2,A,2,挑球,,,2.0,1.0,447.0,404.0,1.0,4.0,397.0,640.0,,,,,5.0,3.926829268292683,-0.3958333333333333,8.0,4.097560975609756,0.3541666666666667,0,1,1,7
8,31.0,00:11:01,19851.0,6,2,B,3,切球,,,1.0,4.0,397.0,640.0,2.0,11.0,877.0,369.0,出界,對手出界,A,,4.0,3.1951219512195124,0.8072916666666666,8.0,4.2926829268292686,-0.5364583333333334,0,1,1,7
9,3.0,00:11:46,21206.0,7,2,A,2,挑球,,,2.0,,,,1.0,6.0,444.0,614.0,,,,,8.0,4.573170731707317,-0.3802083333333333,8.0,5.548780487804878,0.2604166666666667,0,1,1,8
9,4.0,00:11:47,21231.0,7,2,B,2,長球,,,1.0,6.0,444.0,614.0,1.0,9.0,716.0,314.0,,,,,8.0,4.7317073170731705,0.6041666666666666,8.0,4.682926829268292,-0.546875,0,1,1,8
9,5.0,00:11:48,21268.0,7,2,A,2,切球,,,1.0,9.0,716.0,314.0,2.0,5.0,818.0,520.0,,,,,8.0,5.987804878048781,-0.7135416666666666,8.0,5.7560975609756095,0.4739583333333333,0,1,1,8
9,6.0,00:11:49,21286.0,7,2,B,2,放小球,,,2.0,5.0,818.0,520.0,1.0,7.0,535.0,398.0,,,,,8.0,7.158536585365853,0.390625,9.0,6.158536585365853,-0.7291666666666666,0,1,1,8
9,7.0,00:11:50,21309.0,7,2,A,2,推球,,,1.0,7.0,535.0,398.0,1.0,6.0,447.0,559.0,,,,,8.0,4.878048780487805,-0.4427083333333333,8.0,6.2926829268292686,0.4375,0,1,1,8
9,8.0,00:11:50,21325.0,7,2,B,2,擋小球,,1.0,1.0,6.0,447.0,559.0,1.0,1.0,498.0,420.0,,,,,8.0,5.2073170731707314,0.4322916666666667,8.0,4.926829268292683,-0.4583333333333333,0,1,1,8
9,9.0,00:11:51,21341.0,7,2,A,3,撲球,,,1.0,1.0,498.0,420.0,2.0,5.0,841.0,586.0,對手落地致勝,落地致勝,A,,1.0,3.9878048780487805,-0.375,6.0,3.5853658536585367,0.28125,0,1,1,8
10,2.0,00:12:22,22270.0,8,2,B,2,挑球,,,2.0,,,,1.0,4.0,780.0,315.0,,,,,8.0,4.890243902439025,0.24479166666666666,8.0,5.670731707317073,-0.46875,0,1,1,9
10,3.0,00:12:23,22315.0,8,2,A,2,長球,,,1.0,4.0,780.0,315.0,1.0,3.0,875.0,643.0,,,,,9.0,6.902439024390244,-0.75,8.0,6.317073170731708,0.4114583333333333,0,1,1,9
10,4.0,00:12:25,22355.0,8,2,B,2,長球,,,1.0,3.0,875.0,643.0,1.0,3.0,504.0,314.0,,,,,3.0,8.25609756097561,0.8541666666666666,8.0,6.134146341463414,-0.5989583333333334,0,1,1,9
10,5.0,00:12:26,22395.0,8,2,A,3,殺球,,,1.0,3.0,504.0,314.0,2.0,6.0,387.0,582.0,對手落地致勝,落地致勝,A,,9.0,4.841463414634147,-0.7760416666666666,8.0,6.0,0.5677083333333334,0,1,1,9
11,1.0,00:12:49,23086.0,9,2,A,1,發短球,,1.0,2.0,,,,2.0,7.0,694.0,482.0,,,,,8.0,5.560975609756097,-0.4322916666666667,8.0,7.036585365853658,0.5052083333333334,0,1,1,10
11,2.0,00:12:50,23110.0,9,2,B,2,放小球,,,2.0,7.0,694.0,482.0,2.0,7.0,597.0,416.0,,,,,7.0,6.2926829268292686,0.19791666666666666,8.0,5.670731707317073,-0.4791666666666667,0,1,1,10
11,3.0,00:12:51,23134.0,9,2,A,3,放小球,,,2.0,7.0,597.0,416.0,2.0,2.0,430.0,470.0,對手落地致勝,落地致勝,A,,8.0,5.329268292682927,-0.3958333333333333,8.0,5.7926829268292686,0.2708333333333333,0,1,1,10
13,1.0,00:13:28,24268.0,9,4,B,1,發短球,,1.0,2.0,,,,2.0,7.0,677.0,416.0,,,,,8.0,5.573170731707317,0.328125,8.0,6.841463414634147,-0.6145833333333334,0,1,1,12
13,2.0,00:13:29,24287.0,9,4,A,2,挑球,,,2.0,7.0,677.0,416.0,1.0,4.0,417.0,640.0,,,,,8.0,6.182926829268292,-0.40625,8.0,5.646341463414634,0.3072916666666667,0,1,1,12
13,3.0,00:13:31,24331.0,9,4,B,2,殺球,,,1.0,4.0,417.0,640.0,2.0,5.0,459.0,349.0,,,,,9.0,3.9146341463414633,0.8020833333333334,8.0,4.853658536585366,-0.5833333333333334,0,1,1,12
13,4.0,00:13:32,24366.0,9,4,A,2,擋小球,,,2.0,5.0,459.0,349.0,2.0,2.0,460.0,481.0,,,,,8.0,4.597560975609756,-0.5520833333333334,8.0,3.8780487804878048,0.7552083333333334,0,1,1,12
13,5.0,00:13:32,24370.0,9,4,B,2,挑球,,1.0,2.0,2.0,460.0,481.0,1.0,9.0,736.0,313.0,,,,,8.0,4.073170731707317,0.22395833333333334,8.0,4.365853658536586,-0.59375,0,1,1,12
13,6.0,00:13:33,24400.0,9,4,A,3,殺球,1.0,,1.0,9.0,736.0,313.0,2.0,15.0,935.0,597.0,出界,對手出界,B,,8.0,5.951219512195122,-0.671875,8.0,5.512195121951219,0.3802083333333333,0,1,1,12
